,kingdom,phylum,class,order,family,genus,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species,species_id,query
139,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Haworthiopsis,6,7707728,196,1169,4259209,9233780,Haworthiopsis viscosa,9374435,Haworthia viscosa
140,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,6,7707728,220,1351,8800,3036021,Hedera helix,8351737,Hedera helix
141,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,6,7707728,220,941,6685,3152542,Hibiscus rosa-sinensis,3152559,Hibiscus rosa-sinensis
142,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoya,6,7707728,220,412,6701,3170437,Hoya carnosa,8658195,Hoya carnosa
143,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Huernia,6,7707728,220,412,6701,7311640,Huernia schneideriana,3570935,Huernia schneideriana
144,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ixora,6,7707728,220,412,8798,2905224,Ixora chinensis,2905600,Ixora chinensis
145,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,6,7707728,220,408,6652,3172260,Jasminum simplicifolium,3682067,Jasminum gracile 
146,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,6,7707728,220,408,6652,3172260,Jasminum polyanthum,3682631,Jasminum polyanthum
147,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,6,7707728,220,408,6652,3172260,Jasminum simplicifolium,3682067,Jasminum volubile
148,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928,Kalanchoe daigremontiana,2985936,Kalanchoe daigremontiana
149,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928,Kalanchoe gastonis-bonnieri,2985946,Kalanchoe gastonis-bonnieri
150,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,6,7707728,220,7219248,2406,2985928,Kalanchoe tomentosa,4198346,Kalanchoe tomentosa
151,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,6,7707728,220,408,6654,5337639,Kohleria hirsuta,6365157,Kohleria eriantha
152,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,NA,6,7707728,220,408,2497,NA,NA,NA,Labiatae
153,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Latania,6,7707728,196,552,7681,2739273,Latania lontaroides,2739279,Latania lontaroides
154,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,6,7707728,196,1169,7683,8293484,Ledebouria socialis,2773791,Ledebouria socialis
155,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,6,7707728,220,1370,5386,NA,NA,NA,Leguminosae
156,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Liriope,6,7707728,196,1169,7683,9575165,Liriope muscari,5549949,Liriope muscari
157,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Lithops,6,7707728,220,422,6752,3231652,NA,NA,Lithops
158,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,6,7707728,220,422,2519,3084158,Mammillaria elongata,8406968,Mammillaria elongata
159,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,6,7707728,220,422,2519,3084158,Mammillaria bocasana,7281463,Mammillaria kunzeana
160,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,6,7707728,220,422,2519,3084158,Neomammillaria seideliana,3956069,Mammillaria seideliana
161,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Maranta,6,7707728,196,627,8784,2757347,Maranta leuconeura,2761337,Maranta leuconeura
163,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,6,7707728,7228684,7229405,2375,2650085,Marsilea quadrifolia,5274875,Marsilea quadrifolia
164,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,6,7707728,196,551,6979,2868125,Monstera deliciosa,2868241,Monstera deliciosa
165,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,6,7707728,196,627,4686,2760990,Musa acuminata,2762680,Musa acuminata
166,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,6,7707728,220,7219248,6694,2984253,Myriophyllum aquaticum,5361785,Myriophyllum brasiliense
167,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nemanthus,1,43,206,705,5138,2257167,NA,NA,Nemanthus
168,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nemanthus,1,43,206,705,5138,2257167,NA,NA,Nemanthus wettsteinii
169,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Neomarica,6,7707728,196,1169,7698,2745679,Neomarica gracilis,2745739,Neomarica gracilis
170,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Neoregelia,6,7707728,196,1369,3740,2693967,NA,NA,Neoregelia
171,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Neoregelia,6,7707728,196,1369,3740,2693967,Neoregelia carolinae,2694159,Neoregelia carolinae
172,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Lomariopsidaceae,Nephrolepis,6,7707728,7228684,392,3229422,2650926,Nephrolepis exaltata,2650927,Nephrolepis exaltata
173,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,6,7707728,220,412,6701,3169755,Nerium oleander,3169756,Nerium oleander
174,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,6,7707728,220,408,6652,3172244,Olea europaea,5415040,Olea europaea
175,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,6,7707728,196,1169,7689,2834394,NA,NA,Oncidium
176,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,6,7707728,220,422,2519,7628502,Cylindropuntia leptocaulis,7282605,Opuntia leptocaulis tesajo
177,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,6,7707728,220,422,2519,3084187,Opuntia microdasys,7283961,Opuntia microdasys
178,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Tephrocactus,6,7707728,220,422,2519,7280697,Tephrocactus articulatus,7283993,Opuntia turpinii
179,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,6,7707728,220,422,2519,3084187,Opuntia macrocentra,5384155,Opuntia violacea
180,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,6,7707728,220,422,2519,3084187,Opuntia ficus-indica,5384064,Opuntia vulgaris
181,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Albuca,6,7707728,196,1169,7683,2772295,Albuca bracteata,3647605,Ornithogalum caudatum
182,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pachycormus,6,7707728,220,933,2398,3233133,Pachycormus discolor,7321919,Pachycormus discolor
183,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Pachystachys,6,7707728,220,408,2393,3172976,Pachystachys lutea,3778625,Pachystachys lutea
184,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,6,7707728,196,554,3737,8404076,Pandanus tectorius,8023236,Pandanus veitchii
185,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Paphiopedilum,6,7707728,196,1169,7689,2825152,Paphiopedilum insigne,2825576,Paphiopedilum insigne
186,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,6,7707728,220,1414,2378,2874172,Passiflora caerulea,2874199,Passiflora caerulea
187,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,6,7707728,220,1414,4691,3063749,Euphorbia tithymaloides,3069168,Pedilanthus tithymaloides
188,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea,6,7707728,7228684,392,2367,2651710,Pellaea rotundifolia,5566702,Pellaea rotundifolia
189,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Cheilanthes,6,7707728,7228684,392,2367,2651736,Cheilanthes viridis,7173446,Pellaea viridis
190,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Procris,6,7707728,220,691,6639,3234511,Procris repens,7916114,Pellionia daveauana
191,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Pentas,6,7707728,220,412,8798,2908974,Pentas lanceolata,2908986,Pentas lanceolata
192,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,6,7707728,220,404,6678,3086367,Peperomia caperata,4186167,Peperomia caperata
193,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,6,7707728,220,404,6678,3086367,Peperomia cubensis,7305967,Peperomia cubensis
194,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,6,7707728,220,404,6678,3086367,Peperomia obtusifolia,3086423,Peperomia obtusifolia
195,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,6,7707728,220,404,6678,3086367,Peperomia serpens,3086421,Peperomia scandens
196,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,6,7707728,220,404,6678,3086367,NA,NA,Peperomia viridis
197,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pereskia,6,7707728,220,422,2519,3084442,Pereskia aculeata,5384215,Pereskia aculeata
198,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,6,7707728,220,407,6688,3034041,Persea americana,3034046,Persea americana
199,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,6,7707728,196,551,6979,2861312,Philodendron domesticum,3604671,Philodendron domesticum
200,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,6,7707728,196,551,6979,2861312,Philodendron erubescens,2871297,Philodendron erubescens
201,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,6,7707728,196,551,6979,2861312,NA,NA,Philodendron peperomia
202,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pholidota,6,7707728,196,1169,7689,2838652,Pholidota imbricata,7871008,Pholidota imbricata
203,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,6,7707728,220,691,6639,2984417,Pilea depressa,5361825,Pilea depressa
204,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,6,7707728,220,691,6639,2984417,Pilea ovalis,5669908,Pilea involucrata
205,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,6,7707728,220,691,6639,2984417,Pilea mollis,5670312,Pilea mollis
206,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,6,7707728,220,408,2391,3172450,Pinguicula vulgaris,5415065,Pinguicula vulgaris
207,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Platycerium,6,7707728,7228684,392,2368,7126742,Platycerium bifurcatum,7126767,Platycerium willinckii
208,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,6,7707728,220,408,2497,2926635,Plectranthus glabratus,3904562,Plectranthus coleoides
209,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,6,7707728,220,408,2497,2926635,Plectranthus verticillatus,2926638,Plectranthus nummularius
210,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,6,7707728,220,408,2497,2926635,Plectranthus spicatus,3901451,Plectranthus spicatus
211,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,6,7707728,220,422,2419,3082281,Plumbago auriculata,3082283,Plumbago auriculata
212,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,6,7707728,220,412,6701,3169672,Plumeria rubra,3169674,Plumeria rubra acutifolia
213,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpus,6,7707728,194,640,8830,5284386,Podocarpus macrophyllus,5285930,Podocarpus macrophyllus
214,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,6,7707728,7228684,392,2368,2650111,NA,NA,Polypodium
215,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodiodes,6,7707728,7228684,392,2368,8278120,Polypodiodes amoena,7127004,Polypodium aureum
216,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Didiereaceae,Portulacaria,6,7707728,220,422,3231952,3084776,Portulacaria afra,3084777,Portulacaria afra
217,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,6,7707728,220,690,5014,3187232,Psidium cattleianum,5420641,Psidium littorale
218,Plantae,Tracheophyta,Psilotopsida,Psilotales,Psilotaceae,Psilotum,6,7707728,7219203,931,6630,2688173,NA,NA,Psilotum
219,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,6,7707728,220,690,6684,3188663,Punica granatum,5420901,Punica granatum nana
220,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,6,7707728,220,422,2519,3084035,Rhipsalis cereuscula,7659514,Rhipsalis cereuscula
221,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Hatiora,6,7707728,220,422,2519,7959973,Hatiora gaertneri,7280947,Rhipsalis gaertneri
222,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,6,7707728,220,422,2519,3084035,Rhipsalis mesembryanthemoides,7484915,Rhipsalis mesembryanthoides
223,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,6,7707728,220,1414,6671,3086525,NA,NA,Rhizophora
224,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,6,7707728,196,553,2763195,2765096,Tradescantia spathacea,2765230,Rhoeo spathacea 
225,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Rivina,6,7707728,220,422,2516,3084026,Rivina humilis,3084027,Rivina humilus
226,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,6,7707728,220,408,2393,3171840,Ruellia makoyana,8029019,Ruellia makoyana
227,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Rumohra,6,7707728,7228684,392,2373,2650943,Rumohra adiantiformis,2650944,Rumohra adiantiformis
228,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ruscus,6,7707728,196,1169,7683,2769754,Ruscus hypoglossum,2769775,Ruscus hypoglossum
229,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Sanseviera,6,7707728,196,553,7691,3715419,NA,NA,Sanseviera splendens
230,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Sansevieria,6,7707728,196,1169,7683,2770498,Sansevieria trifasciata,2770610,Sanseviera trifasciata
231,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,6,7707728,220,1353,2426,3190681,Sarracenia leucophylla,5421380,Sarracenia leucophylla
232,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,6,7707728,220,1353,2426,3190681,Sarracenia purpurea,5421389,Sarracenia purpurea
233,Plantae,NA,NA,NA,NA,Sasanqua,6,NA,NA,NA,NA,8210140,NA,NA,Sasanqua
234,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,6,7707728,220,7219248,2402,2987833,Saxifraga stolonifera,3032762,Saxifraga stolonifera
235,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,6,7707728,220,1351,8800,3037700,Schefflera venulosa,3038372,Schefflera venulosa
236,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Hatiora,6,7707728,220,422,2519,7959973,Hatiora gaertneri,7280947,Schlumbergera gaertneri
237,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Schlumbergera,6,7707728,220,422,2519,3084040,Schlumbergera truncata,5383983,Schlumbergera truncata
238,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Scindapsus,6,7707728,196,551,6979,2873692,NA,NA,Scindapsus
239,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,6,7707728,220,7219248,2406,5361975,Sedum nussbaumerianum,5690070,Sedum adolphii
240,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,6,7707728,220,7219248,2406,5361975,Sedum morganianum,5690408,Sedum morganianum
241,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,6,7707728,220,7219248,2406,5361975,Sedum pachyphyllum,5689712,Sedum pachyphyllum
242,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,6,7707728,220,422,2519,3084461,Selenicereus grandiflorus,3084466,Selenicereus grandiflorus
243,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,6,7707728,220,422,2519,3084461,Selenicereus pteranthus,3084462,Selenicereus pteranthus
244,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sempervivum,6,7707728,220,7219248,2406,2985948,Sempervivum arachnoideum,4201709,Sempervivum arachnoideum
245,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,6,7707728,220,414,3065,3106738,NA,NA,Senecio fulgens
246,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Kleinia,6,7707728,220,414,3065,8048745,Kleinia rowleyana,5405682,Senecio rowleyanus
247,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Kleinia,6,7707728,220,414,3065,8048745,Kleinia repens,5392388,Senecio serpens
248,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Siderasis,6,7707728,196,553,2763195,2764919,Siderasis fuscata,2764920,Siderasis fuscata
249,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,6,7707728,220,1176,7717,2928997,Solanum seaforthianum,2932040,Solanum seaforthianum
250,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Spathiphyllum,6,7707728,196,551,6979,2869649,Spathiphyllum blandum,2869755,Spathiphyllum blandum
251,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,6,35,190,623,4673,2668958,NA,NA,Sphagnum
252,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,6,7707728,196,1169,7689,2805315,Spiranthes odorata,2805363,Spiranthes cernua odorata
253,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518,Ceropegia gigantea,9317408,Stapelia gigantea
254,Plantae,Tracheophyta,Liliopsida,Zingiberales,Strelitziaceae,Strelitzia,6,7707728,196,627,8799,2763100,Strelitzia reginae,2763116,Strelitzia reginae
255,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Swietenia,6,7707728,220,933,2397,3190483,NA,NA,Swietenia
256,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,6,7707728,220,1414,4691,3063749,Euphorbia umbellata,3070438,Synadenium grantii
257,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Syngonium,6,7707728,196,551,6979,2867833,Syngonium podophyllum,2867866,Syngonium podophyllum
258,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,6,7707728,220,941,6685,2984934,Theobroma cacao,3152205,Theobroma cacao
259,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,6,7707728,196,1369,3740,8279994,NA,NA,Tillandsia lindenii
260,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,6,7707728,196,1369,3740,8279994,Tillandsia punctulata,2695302,Tillandsia punctulata
261,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,6,7707728,196,1369,3740,8279994,Tillandsia usneoides,2695149,Tillandsia usneoides
262,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tolmiea,6,7707728,220,7219248,2402,3032560,Tolmiea menziesii,5371605,Tolmiea menziesii
263,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Trachycarpus,6,7707728,196,552,7681,2739070,Trachycarpus fortunei,2739071,Trachycarpus fortunei
264,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,6,7707728,196,553,2763195,2765096,NA,NA,Tradescantia
265,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,6,7707728,196,553,2763195,2765096,Tradescantia sillamontana,2765120,Tradescantia sillamontana
266,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,6,7707728,220,408,2391,3172398,Utricularia sandersonii,4088290,Utricularia sandersonii
267,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vanilla,6,7707728,196,1169,7689,2743233,Vanilla planifolia,2803398,Vanilla planifolia
268,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Veltheimia,6,7707728,196,1169,7683,2767959,Veltheimia capensis,8179261,Veltheimia viridifolia
269,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,6,7707728,196,1369,3740,2699764,Vriesea carinata,5289330,Vriesia carinata
270,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Lutheria,6,7707728,196,1369,3740,9404181,Lutheria splendens,9523461,Vriesia splendens
271,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,6,7707728,196,1169,7683,2775496,Yucca aloifolia,2775744,Yucca aloifolia
272,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,6,7707728,196,1169,7683,2775496,Yucca filamentosa,2775561,Yucca filamentosa
273,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Zamia,6,7707728,228,834,5375,2683306,Zamia integrifolia,5284049,Zamia floridana
274,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,6,7707728,196,553,2763195,2765096,Tradescantia zebrina,2765359,Zebrina pendula
275,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Schlumbergera,6,7707728,220,422,2519,3084040,Schlumbergera truncata,5383983,Zygocactus truncatus